betriebe_id,jahr,menge,gefaehrlich,ins_ausland,disposition,bestimmungsmethode,bestimmungsverfahren,entsorger,entsorgungsort,name,kennnummer,wgs84_x,wgs84_y,anschrift,bundesland,flusseinzugsgebiet,muttergesellschaft,eigentuemer,betreiber,nace_code,nace_text,prtr_beschreibung,ivu_beschreibung,branchengruppe
181886,2014,2970.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,"AlzChem AG, Werk Hart I",06-09-171-0008-0G01,12.6249104450292,48.1483408199185,"Fabrikstraße 2
84579 Unterneukirchen",Bayern,Donau,AlzChem AG,AlzChem AG,AlzChem AG,2013,Herstellung von sonstigen anorganischen Grundstoffen und Chemikalien,Herstellung von Nichtmetallen und Metalloxiden,,Chemische Industrie
181888,2014,3330.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Dyneon GmbH,06-09-171-0011--C01,12.7273816684013,48.1811228260878,"Industrieparkstraße 1
84508 Burgkirchen a.d.Alz",Bayern,Donau,Dyneon GmbH,Dyneon GmbH,Dyneon GmbH,2016,Herstellung von Kunststoffen in Primärformen,Herstellung von Basiskunststoffen,,Chemische Industrie
181890,2014,210.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,"Clariant Produkte (Deutschland) GmbH, Werk Gendorf",06-09-171-0012--C01,12.7322900202204,48.1814807392952,"Industrieparkstraße 1
84508 Burgkirchen a.d.Alz",Bayern,Donau,Clariant Produkte (Deutschland) GmbH,Clariant Produkte (Deutschland) GmbH,Clariant Produkte (Deutschland) GmbH,2014,Herstellung von sonstigen organischen Grundstoffen und Chemikalien,Chemieanlagen zur industriellen Herstellung von organischen Grundchemikalien,,Chemische Industrie
169695,2010,9290.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Sasol Solvents Germany GmbH Werk Moers,06-05-100-0387357,6.64674413437411,51.4696929722835,"Römerstr. 733
47443 Moers",Nordrhein-Westfalen,Rhein,Sasol Solvents Germany GmbH Werk Moers,Sasol Solvents Germany GmbHWerk Moers,Sasol Solvents Germany GmbHWerk Moers,2014,Herstellung von sonstigen organischen Grundstoffen und Chemikalien,Chemieanlagen zur industriellen Herstellung von organischen Grundchemikalien,Herstellung org. Grundchemikalien,Chemische Industrie
133418,2010,23100.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,DSM Nutritional Products GmbH,06-08-4033132,7.66374453873731,47.5482208312943,"Emil-Barell-Str. 3
79639 Grenzach-Wyhlen",Baden-Württemberg,Rhein,DSM Nutritional Products GmbH,,,2014,Herstellung von sonstigen organischen Grundstoffen und Chemikalien,Herstellung von Grundarzneimitteln,Herstellung von Grundarzneimitteln,Chemische Industrie
169728,2010,43300.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Solvay Chemicals GmbH,06-05-100-0989137,6.5778890987794,51.5646646843319,"Xantener Straße 237
47495 Rheinberg",Nordrhein-Westfalen,Rhein,Solvay GmbH,Solvay GmbH,Solvay GmbH,2013,Herstellung von sonstigen anorganischen Grundstoffen und Chemikalien,Chemieanlagen zur industriellen Herstellung von anorganischen Grundchemikalien,Herstellung anorg. Grundchemikalien,Chemische Industrie
169733,2010,2090.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Sasol-Huntsman GmbH & Co. KG,06-05-100-0989193,6.64674413437411,51.4696929722835,"Römerstr. 733
47443 Moers",Nordrhein-Westfalen,Rhein,Sasol-Huntsman GmbH & Co. KG,Sasol-Huntsman GmbH & Co. KG,Sasol-Huntsman GmbH & Co. KG,2014,Herstellung von sonstigen organischen Grundstoffen und Chemikalien,Chemieanlagen zur industriellen Herstellung von organischen Grundchemikalien,Herstellung org. Grundchemikalien,Chemische Industrie
179730,2013,1720.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Evonik Degussa GmbH Werk Lülsdorf,06-05-300-0114222,7.02753317102566,50.827926548,"Feldmühlestraße 3
53859 Niederkassel",Nordrhein-Westfalen,Rhein,"Evonik Degussa GmbH, Werk Lülsdorf","Evonik Degussa GmbH, Werk Lülsdorf","Evonik Degussa GmbH, Werk Lülsdorf",2014,Herstellung von sonstigen organischen Grundstoffen und Chemikalien,Chemieanlagen zur industriellen Herstellung von anorganischen Grundchemikalien,,Chemische Industrie
181932,2014,4150.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,"BASF Personal Care and Nutrition GmbH, Standort Illertissen",06-09-775-0051-0001,10.0886969475701,48.2361701081089,"Robert-Hansen-Str. 1
89257 Illertissen",Bayern,Donau,"BASF Personal Care and Nutrition GmbH, Standort Illertissen",BASF Personal Care and Nutrition GmbH,BASF Personal Care and Nutrition GmbH,2059,Herstellung von sonstigen chemischen Erzeugnissen a. n. g.,Herstellung sauerstoffhaltiger KW,,Chemische Industrie
179741,2013,16200.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Martinswerk GmbH,06-05-300-0181417,6.6666520565427,50.9459336278585,"Kölner Str. 110
50127 Bergheim",Nordrhein-Westfalen,Rhein,Martinswerk GmbH,Martinswerk GmbH,Martinswerk GmbH,2013,Herstellung von sonstigen anorganischen Grundstoffen und Chemikalien,Chemieanlagen zur industriellen Herstellung von anorganischen Grundchemikalien,,Chemische Industrie
183744,2014,5780.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,BASF PharmaChemikalien GmbH & Co.KG -Werk Minden-,06-05-700-0067847,8.94110855168995,52.2983227925502,"Karlstr. 15-39
32423 Minden",Nordrhein-Westfalen,Weser,BASF PharmaChemikalien GmbH & Co.KG -Werk Minden-,BASF PharmaChemikalien GmbH & Co.KG-Werk Minden-,Dr. Marco Millies,2110,Herstellung von pharmazeutischen Grundstoffen,Herstellung von Grundarzneimitteln,,Chemische Industrie
133349,2010,26900.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Roche Diagnostics GmbH Chem.Pharm.Produkte Herstell,06-08-2921537,8.47639024348644,49.5313600601921,"Sandhofer Str. 116
68305 Mannheim",Baden-Württemberg,Rhein,Roche Diagnostics GmbH Chem.Pharm.Produkte Herstell,Roche Diagnostics GmbH,Roche Diagnostics GmbH,2120,Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen,Herstellung von Grundarzneimitteln,Herstellung von Grundarzneimitteln,Chemische Industrie
168375,2010,9060.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,"Roche Diagnostics GmbH, Werk Penzberg",06-09-190-0002-0001,11.3743780743129,47.7746580002187,"Nonnenwald 2
82377 Penzberg",Bayern,Donau,"Roche Diagnostics GmbH, Werk Penzberg","Roche Diagnostics GmbH, Werk Penzberg","Roche Diagnostics GmbH, Werk Penzberg",2110,Herstellung von pharmazeutischen Grundstoffen,Herstellung von Grundarzneimitteln,Herstellung von Grundarzneimitteln,Chemische Industrie
179801,2013,206.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Blankophor GmbH & Co. KG,06-05-300-9047820,6.98596987041574,51.0229203661282,"Kaiser-Wilhelm-Allee Gebäude G 4
51373 Leverkusen",Nordrhein-Westfalen,Rhein,Blankophor GmbH & Co. KG,Blankophor GmbH & Co. KG,Blankophor GmbH & Co. KG,2012,Herstellung von Farbstoffen und Pigmenten,Herstellung von Farbstoffen und Pigmenten,,Chemische Industrie
180575,2014,7330.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,GBF German Biofuels GmbH,12-10702270000,12.2152616535483,53.2254941485486,"Am Hünengrab 9
16928 Pritzwalk",Brandenburg,Elbe/Labe,GBF German Biofuels GmbH,German Biofuels GmbH,Bengt Korupp,2059,Herstellung von sonstigen chemischen Erzeugnissen a. n. g.,Herstellung sauerstoffhaltiger KW,,Chemische Industrie
180575,2014,15700.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,GBF German Biofuels GmbH,12-10702270000,12.2152616535483,53.2254941485486,"Am Hünengrab 9
16928 Pritzwalk",Brandenburg,Elbe/Labe,GBF German Biofuels GmbH,German Biofuels GmbH,Bengt Korupp,2059,Herstellung von sonstigen chemischen Erzeugnissen a. n. g.,Herstellung sauerstoffhaltiger KW,,Chemische Industrie
180575,2014,62300.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,GBF German Biofuels GmbH,12-10702270000,12.2152616535483,53.2254941485486,"Am Hünengrab 9
16928 Pritzwalk",Brandenburg,Elbe/Labe,GBF German Biofuels GmbH,German Biofuels GmbH,Bengt Korupp,2059,Herstellung von sonstigen chemischen Erzeugnissen a. n. g.,Herstellung sauerstoffhaltiger KW,,Chemische Industrie
177727,2013,460.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,"Clariant Produkte (Deutschland) GmbH, Werk Gendorf",06-09-171-0012--C01,12.7322900202204,48.1814807392952,"Industrieparkstraße 1
84508 Burgkirchen a.d.Alz",Bayern,Donau,Clariant Produkte (Deutschland) GmbH,Clariant Produkte (Deutschland) GmbH,Clariant Produkte (Deutschland) GmbH,2014,Herstellung von sonstigen organischen Grundstoffen und Chemikalien,Chemieanlagen zur industriellen Herstellung von organischen Grundchemikalien,,Chemische Industrie
169817,2010,1170.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Evonik Degussa GmbH Werk Lülsdorf,06-05-300-0114222,7.02753317102566,50.827926548,"Feldmühlestr. -
53859 Niederkassel",Nordrhein-Westfalen,Rhein,"Evonik Degussa GmbH, Werk Lülsdorf","Evonik Degussa GmbH, Werk Lülsdorf","Evonik Degussa GmbH, Werk Lülsdorf",2014,Herstellung von sonstigen organischen Grundstoffen und Chemikalien,Chemieanlagen zur industriellen Herstellung von anorganischen Grundchemikalien,Herstellung anorg. Grundchemikalien,Chemische Industrie
112463,2009,27900.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,AKZO Nobel  Functional Chemicals GmbH & Co. KG,16-79-69656690000,12.1815308692017,50.6283879267821,"Liebigstraße 7
07973 Greiz",Thüringen,Elbe/Labe,AKZO Nobel Functional  Chemicals GmbH & Co. KG,AKZO Nobel Functional  Chemicals GmbH & Co. KG,AKZO Nobel Functional  Chemicals GmbH & Co. KG,2014,Herstellung von sonstigen organischen Grundstoffen und Chemikalien,Herstellung von Basiskunststoffen,Herstellung von Basiskunststoffen,Chemische Industrie
97058,2011,9720.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,ADM Hamburg Aktiengesellschaft Werk Hamburg,06-02-B2R098H005,9.95292127256902,53.5186944326294,"Nippoldstraße 117
21107 Hamburg",Hamburg,Elbe/Labe,ADM Hamburg Aktiengesellschaft,,ADM Hamburg Aktiengesellschaft Werk Hamburg,1041,Herstellung von Ölen und Fetten (ohne Margarine u. ä. Nahrungsfette),Herstellung sauerstoffhaltiger KW,Herstellung sauerstoffhaltiger KW,Chemische Industrie
169869,2010,335.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Bayer MaterialScience AG,06-05-300-9046924,6.84768007192749,51.0769617972047,CHEMPARK -41538 Dormagen,Nordrhein-Westfalen,Rhein,Bayer MaterialScience AG,Bayer MaterialScience AG,Bayer MaterialScience AG,2014,Herstellung von sonstigen organischen Grundstoffen und Chemikalien,Chemieanlagen zur industriellen Herstellung von organischen Grundchemikalien,Herstellung org. Grundchemikalien,Chemische Industrie
169873,2010,605.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Bayer CropScience AG,06-05-300-9046091,6.83401341624697,51.070314724658,CHEMPARK -41538 Dormagen,Nordrhein-Westfalen,Rhein,Bayer CropScience AG,Bayer CropScience AG,Bayer CropScience AG,2020,"Herstellung von Schädlingsbekämpfungs-, Pflanzenschutz- und Desinfektionsmitteln",Herstellung von Pflanzenschutzmittel und Bioziden,Herstellung von Pflanzenschutzmittel und Bioziden,Chemische Industrie
156721,2011,1440.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Sasol Germany GmbH,01-10-51011005501,9.15796283006906,53.9128595235069,"Fritz-Staiger-Str. 15
25541 Brunsbüttel",Schleswig-Holstein,Elbe/Labe,Sasol Germany GmbH,Sasol Germany GmbH,Sasol Germany GmbH,2014,Herstellung von sonstigen organischen Grundstoffen und Chemikalien,Herstellung sauerstoffhaltiger KW,Herstellung sauerstoffhaltiger KW,Chemische Industrie
169947,2010,632.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Bayer MaterialScience AG,06-05-100-9021121,6.6554809745612,51.3762005947714,"CHEMPARK, Rheinuferstraße 11
47829 Krefeld",Nordrhein-Westfalen,Rhein,Bayer MaterialScience AG,Bayer MaterialScience AG,Bayer MaterialScience AG,2014,Herstellung von sonstigen organischen Grundstoffen und Chemikalien,Herstellung von Basiskunststoffen,Herstellung von Basiskunststoffen,Chemische Industrie
156740,2011,17300.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Vesta Biofuels Brunsbüttel GmbH & Co. KG,01-10-51011515467,9.17766459421924,53.9061718346372,"Fährstr. 51
25541 Brunsbüttel",Schleswig-Holstein,Elbe/Labe,Vesta Biofuels Brunsbüttel GmbH & Co. KG,Vesta Biofuels Brunsbüttel GmbH,Vesta Biofuels Brunsbüttel GmbH,2059,Herstellung von sonstigen chemischen Erzeugnissen a. n. g.,Herstellung sauerstoffhaltiger KW,Herstellung sauerstoffhaltiger KW,Chemische Industrie
169958,2010,1150.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Bayer Pharma AG,06-05-900-0058251,7.63347552354609,51.626660007319,"Ernst-Schering-Strasse 14
59192 Bergkamen",Nordrhein-Westfalen,Rhein,Bayer Pharma AG,Bayer Pharma AG,Bayer Pharma AG,2110,Herstellung von pharmazeutischen Grundstoffen,Herstellung von Grundarzneimitteln,Herstellung von Grundarzneimitteln,Chemische Industrie
156747,2011,45.2,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,YARA Brunsbüttel GmbH,01-10-61020199408,9.20785563170965,53.9106263947185,"Holstendamm 2
25572 Büttel",Schleswig-Holstein,Elbe/Labe,YARA Brunsbüttel GmbH,YARA Brunsbüttel GmbH,YARA Brunsbüttel GmbH,2015,Herstellung von Düngemitteln und Stickstoffverbindungen,Herstellung von Gasen,Herstellung von Gasen,Chemische Industrie
169976,2010,5930.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,LANXESS Deutschland GmbH,06-05-100-9021122,6.65815535104437,51.3716673782287,"CHEMPARK, Rheinuferstraße 11
47829 Krefeld",Nordrhein-Westfalen,Rhein,LANXESS AG,LANXESS Deutschland GmbH,LANXESS Deutschland GmbH,2014,Herstellung von sonstigen organischen Grundstoffen und Chemikalien,Herstellung von Nichtmetallen und Metalloxiden,Herstellung von Nichtmetallen und Metalloxiden,Chemische Industrie
78315,2010,3280.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Kalle GmbH,06-50690010414,8.25138369557986,50.0361741466237,"Rheingaustraße 190-19665203 Wiesbaden, Stadt",Hessen,Rhein,Kalle GmbH,Kalle GmbH,Kalle GmbH,2229,Herstellung von sonstigen Kunststoffwaren,Herstellung von Basiskunststoffen,Herstellung von Basiskunststoffen,Chemische Industrie
155571,2010,221.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Solvay Chemicals GmbH,16591,11.2486443771305,51.8035920985772,"Köthensche Str. 1 - 3 -
06406 Bernburg",Sachsen-Anhalt,Elbe/Labe,SOLVAY CHEMICALS GmbH,,,2013,Herstellung von sonstigen anorganischen Grundstoffen und Chemikalien,Herstellung von Salzen,Herstellung von Salzen,Chemische Industrie
155597,2010,2830.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,IDT Biologika GmbH,13787,12.2110517949844,51.9054220165955,"Am Pharmapark -
06861 Dessau-Roßlau",Sachsen-Anhalt,Elbe/Labe,IDT Biologika GmbH,Herr Hartmut Klocke,Dr. Ralf Pfirmann,2120,Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen,Herstellung von Grundarzneimitteln,Herstellung von Grundarzneimitteln,Chemische Industrie
170021,2010,2390.0,FALSE,,Zur Verwertung,Berechnung,Sonstiges (C),,,Sabic Polyolefine GmbH,06-05-500-0610949,7.03461628584767,51.5996086938774,Pawiker Str. 3045896 Gelsenkirchen,Nordrhein-Westfalen,Rhein,Sabic Polyolefine GmbH,Sabic Polyolefine GmbH,SABIC Polyoloefine GmbH,2016,Herstellung von Kunststoffen in Primärformen,Chemieanlagen zur industriellen Herstellung von organischen Grundchemikalien,Herstellung org. Grundchemikalien,Chemische Industrie
170031,2010,1910.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Natural Energy West GmbH,06-05-500-0893907,7.10303987874825,51.6783861500897,"Paul-Baumann-Str. 1
45772 Marl",Nordrhein-Westfalen,Rhein,Natural Energy West GmbH,Natural Energy West GmbH,Natural Energy West GmbH,2014,Herstellung von sonstigen organischen Grundstoffen und Chemikalien,Chemieanlagen zur industriellen Herstellung von organischen Grundchemikalien,Herstellung org. Grundchemikalien,Chemische Industrie
170781,2011,4160.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Zeller & Gmelin GmbH&Co,06-08-1885316,9.70968713222775,48.6963021767099,"Schloßstr. 20
73054 Eislingen/Fils",Baden-Württemberg,Rhein,Zeller & Gmelin GmbH&Co,Zeller & Gmelin GmbH&Co. KG,Zeller & Gmelin GmbH&Co. KG,2014,Herstellung von sonstigen organischen Grundstoffen und Chemikalien,Chemieanlagen zur industriellen Herstellung von organischen Grundchemikalien,Herstellung von Tensiden,Chemische Industrie
155138,2010,3370.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Sasol Germany GmbH,01-10-51011005501,9.15796283006906,53.9128595235069,"Fritz-Staiger-Str. 15
25541 Brunsbüttel",Schleswig-Holstein,Elbe/Labe,Sasol Germany GmbH,Sasol Germany GmbH,Sasol Germany GmbH,2014,Herstellung von sonstigen organischen Grundstoffen und Chemikalien,Herstellung sauerstoffhaltiger KW,Herstellung sauerstoffhaltiger KW,Chemische Industrie
95235,2010,2140.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Chemische Fabrik Budenheim KG,07-04-6093990,8.16953235268081,50.0298235644071,"Rheinstr. 27
55257 Budenheim",Rheinland-Pfalz,Rhein,Chem.Fab.Budenheim R.A.Oetker,Familie Oetker,Chemische Fabrik Budenheim KG,2013,Herstellung von sonstigen anorganischen Grundstoffen und Chemikalien,Herstellung von Salzen,Herstellung von Salzen,Chemische Industrie
78367,2010,4280.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Evonik Röhm GmbH,06-00003660411,8.63708663966532,49.8762002601733,"Kirschenallee 45
64293 Darmstadt, Stadt",Hessen,Rhein,Evonik Röhm GmbH,Evonik Röhm GmbH,Evonik Röhm GmbH,2014,Herstellung von sonstigen organischen Grundstoffen und Chemikalien,Herstellung von metallorganischen Verbindungen,Herstellung von metallorganischen Verbindungen,Chemische Industrie
156845,2011,2680.0,FALSE,,Zur Verwertung,Berechnung,Sonstiges (C),,,GlaxoSmithKline Biologicals NL der SmithKline Beecham Pharma GmbH & Co. KG,14-71-50854895116,13.7499283652362,51.050669815223,"Zirkusstraße 40
01069 Dresden",Sachsen,Elbe/Labe,SmithKline Beecham Pharma GmbH & Co. KG,"GlaxoSmithKline plc, UK",Dr. Peter Schu,2120,Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen,Herstellung von Grundarzneimitteln,Herstellung von Grundarzneimitteln,Chemische Industrie
78373,2010,2730.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Cargill GmbH im IP-Höchst Industriepark Höchst  Geb. C332,06-70007210412,8.52008830136915,50.0917006162323,"Brüningstraße 50
65926 Frankfurt am Main, St.",Hessen,Rhein,Cargill GmbH,Cargill GmbH,Cargill GmbH,2059,Herstellung von sonstigen chemischen Erzeugnissen a. n. g.,Herstellung sauerstoffhaltiger KW,Herstellung sauerstoffhaltiger KW,Chemische Industrie
78395,2010,9420.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Merck KGaA Standort Gernsheim,06-00002650433,8.48191633533011,49.7675953621621,"Mainzer Straße 41
64579 Gernsheim",Hessen,Rhein,Merck KGaA,Merck KGaA,Merck KGaA Standort Gernsheim,2059,Herstellung von sonstigen chemischen Erzeugnissen a. n. g.,Herstellung einfacher KW,Herstellung einfacher KW,Chemische Industrie
95312,2010,5560.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,BK Giulini GmbH,07-05-8342023,8.42851058659131,49.4538042006092,"Giulinistr. 2
67065 Ludwigshafen am Rhein",Rheinland-Pfalz,Rhein,Rotem Holding GmbH,BK Giulini GmbH,Herr Eli Glazer,2059,Herstellung von sonstigen chemischen Erzeugnissen a. n. g.,Herstellung stickstoffhaltiger KW,Herstellung stickstoffhaltiger KW,Chemische Industrie
78416,2010,2330.0,FALSE,,Zur Verwertung,Messung,Wiegen (M),,,Procter & Gamble Manufacturing GmbH,06-00003590433,8.49483130331799,49.9298184777709,"Procter-&-Gamble-Str. 1
64521 Groß-Gerau",Hessen,Rhein,Procter & Gamble Manufacturing GmbH,Procter & Gamble Manufacturing GmbH,Procter & Gamble Manufacturing GmbH,2042,Herstellung von Körperpflegemitteln und Duftstoffen,Herstellung sauerstoffhaltiger KW,Herstellung sauerstoffhaltiger KW,Chemische Industrie
